RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6_DTLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGC,RQ9_2DGT,RQ10_REASON,RQ11_BASE,RQ12_NCOUNTRY,RQ13_STAY,RQ14_INDWORK,RQ15_2DGT,RQ16_2DGT,RQ17_AVEMINC,RQ18_NOMONTH,RQ19_RET,RQ20_DTRET,RQ20M_DTRET,RQ20Y_DTRET,RQ21_REASON,RQ22_DTEXP,RQ22M_DTEXP,RQ22Y_DTEXP,RQ23_CASHREM,RQ24_CASHAMT,RQ25_MODE,RQ26_REMSPENT,RQ261C_CONSUM,RQ261P_CONSUM,RQ262C_INVEST,RQ262P_INVEST,RQ263C_SAVINGS,RQ263P_SAVINGS,RQ264C_GIFT,RQ264P_GIFT,RQ265C_OTHERS,Q265P_OTHERS,RQ27_RET6MOS,RQ28_CASHHOME,RQ29_INKIND,RQ30_KINDAMT,RSWGT,RPRRCD,RP6M_IND
14,0001,012,00175,03,02,2,31,02,052017,05,2017,2,4,91,1,1,211,24,1,91,96,0025000,44,2,      ,  ,    , ,052019,05,2019,1,  25000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000213.6238,    ,1
14,0002,012,00175,03,04,2,33,01,062018,06,2018,1,7,24,1,1,234,24,1,24,41,0060000,03,2,      ,  ,    , ,062020,06,2020,1,  34000,1,10702030            ,1,070,2,030, ,   , ,   , ,   ,2,       ,2,       ,000213.6238,    ,1
14,0003,011,00186,01,01,1,41,01,042016,04,2016,2,7,33,1,1,300,48,1,93,10,0035000,29,2,      ,  ,    , ,042020,04,2020,1, 180000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000157.6510,    ,1
14,0004,012,00217,03,04,2,37,01,042018,04,2018,1,6,92,1,1,235,36,1,91,96,0050000,05,2,      ,  ,    , ,042021,04,2021,1,  50000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000179.9910,    ,1
14,0005,012,00217,03,04,2,29,01,042018,04,2018,1,3,91,1,1,233,24,1,91,96,0018000,05,2,      ,  ,    , ,042020,04,2020,1, 200000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000202.2423,    ,1
14,0006,011,00018,01,01,2,43,02,032017,03,2017,2,7,92,1,1,231,24,1,91,96,0020000,48,2,      ,  ,    , ,032019,03,2019,1,  16000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0007000,000169.5153,    ,1
14,0007,011,00018,04,08,2,35,02,012018,01,2018,2,4,92,1,1,231,24,1,91,96,0020000,33,2,      ,  ,    , ,012020,01,2020,1,  10000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000169.5153,    ,1
14,0008,011,00018,02,02,2,38,02,062018,06,2018,2,6,23,1,1,211,24,1,91,96,0026000,27,2,      ,  ,    , ,062020,06,2020,1,  15000,1,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000169.5153,    ,1
14,0009,011,00018,02,02,2,45,01,022017,02,2017,2,3,92,1,1,232,24,1,91,96,0028000,19,2,      ,  ,    , ,022019,02,2019,1,  30000,5,1075    30154010    ,1,075, ,   ,3,015,4,010, ,   ,2,       ,2,       ,000158.6076,    ,1
14,0010,014,00081,02,02,2,33,03,032017,03,2017,2,4,92,1,1,211,24,1,91,96,0026000,57,2,      ,  ,    , ,032019,03,2019,1,  24000,1,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000205.4524,    ,1
14,0011,014,00081,02,02,2,33,01,062018,06,2018,2,3,92,1,1,222,24,1,91,96,0018000,03,2,      ,  ,    , ,062020,06,2020,1,  10000,5,1080    3020        ,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,000205.4524,    ,1
14,0012,013,00178,03,04,2,34,03,032017,03,2017,1,6,91,1,1,211,24,1,91,96,0024000,40,2,      ,  ,    , ,032019,03,2019,1,  12000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000189.4015,    ,1
14,0013,013,00178,04,04,2,37,01,012017,01,2017,2,3,93,1,1,223,24,1,91,96,0008000,20,2,      ,  ,    , ,012019,01,2019,1,   3000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000168.5630,    ,1
14,0014,013,00178,04,08,2,40,02,052018,05,2018,2,7,92,1,1,211,24,1,91,96,0024000,28,2,      ,  ,    , ,052020,05,2020,1,  27000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,1,0030000,2,       ,000168.5630,    ,1
14,0015,013,00178,02,02,2,36,01,032017,03,2017,2,7,92,1,1,211,24,1,91,96,0025000,18,2,      ,  ,    , ,032019,03,2019,1,  24000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000168.5630,    ,1
14,0016,013,00010,07,04,2,31,01,102016,10,2016,1,7,14,1,1,234,36,1,91,96,0014000,23,2,      ,  ,    , ,102019,10,2019,1,  42000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0008500,000200.8297,    ,1
14,0016,013,00010,08,03,1,30,01,032017,03,2017,1,4,92,1,1,233,24,1,93,41,0020000,18,2,      ,  ,    , ,032019,03,2019,1,  48000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000185.4870,    ,1
14,0016,013,00010,09,04,2,26,01,092017,09,2017,1,4,92,1,1,213,36,1,91,96,0030000,12,2,      ,  ,    , ,092020,09,2020,1,  35000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000200.8297,    ,1
14,0017,013,00052,07,04,2,38,01,032018,03,2018,2,8,22,1,1,222,24,1,53,96,0015000,06,2,      ,  ,    , ,032020,03,2020,1,  22000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000165.7060,    ,1
14,0018,013,00052,04,02,2,27,01,052017,05,2017,2,7,73,1,1,211,24,1,91,96,0017000,16,2,      ,  ,    , ,052019,05,2019,1,  30000,5,10752025            ,1,075,2,025, ,   , ,   , ,   ,2,       ,2,       ,000186.1913,    ,1
14,0019,012,00133,03,07,1,31,01,062017,06,2017,2,8,75,1,1,234,24,1,51,56,0025000,15,2,      ,  ,    , ,062019,06,2019,1,  30000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000194.5005,    ,1
14,0019,012,00133,04,04,2,29,02,022017,02,2017,2,8, 9,1,1,211,24,1,91,96,0020000,45,2,      ,  ,    , ,022019,02,2019,1,  18000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000210.5888,    ,1
14,0020,012,00133,07,04,2,28,02,042017,04,2017,4,4, 9,1,1,222,24,1,91,96,0020000,53,2,      ,  ,    , ,042019,04,2019,1, 100000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000210.5888,    ,1
14,0021,013,00220,04,04,2,27,01,032018,03,2018,1,4, 9,1,1,211,24,1,91,96,0020000,06,2,      ,  ,    , ,032020,03,2020,1,  25000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000190.2041,    ,1
14,0022,013,00136,02,02,2,30,01,062017,06,2017,2,4,52,1,1,233,24,1,91,96,0025000,15,2,      ,  ,    , ,062019,06,2019,1,  30000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000191.9696,    ,1
14,0023,013,00136,01,01,2,53,02,022015,02,2015,2,4,61,1,1,214,24,1,91,96,0018000,48,1,022018,02,2018,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000159.8551,    ,2
14,0023,013,00136,03,04,2,28,01,042016,04,2016,1,8,22,1,1,233,36,1,22,86,0040000,29,2,      ,  ,    , ,042019,04,2019,1,  36000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000191.9696,    ,1
14,0024,013,00136,04,04,2,37,02,052015,05,2015,2,4,92,1,1,235,24,1,91,96,0020000,48,1,052017,05,2017,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000170.8486,    ,2
14,0025,013,00136,02,02,2,33,02,052017,05,2017,2,7,92,1,1,235,24,1,91,96,0015000,40,2,      ,  ,    , ,052019,05,2019,1,  36000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000191.9696,    ,1
14,0026,013,00136,01,01,1,45,03,092017,09,2017,2,7,61,1,1,235,24,1,91,96,0015000,60,2,      ,  ,    , ,092019,09,2019,1,  42000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000150.5769,    ,1
14,0027,013,00220,02,02,2,37,01,042017,04,2017,2,4,92,1,1,211,24,1,91,96,0024000,17,2,      ,  ,    , ,042019,04,2019,1,  30000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000169.2774,    ,1
14,0028,011,00228,07,04,2,36,02,112016,11,2016,2,4, 9,1,1,211,24,1,91,96,0014000,46,2,      ,  ,    , ,112018,11,2018,1,  30000,5,1070201530104005    ,1,070,2,015,3,010,4,005, ,   ,2,       ,2,       ,000169.1344,    ,1
14,0029,011,00228,04,04,2,37,02,112017,11,2017,2,4,52,1,1,211,24,1,91,96,0015000,30,2,      ,  ,    , ,112019,11,2019,1,  60000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000169.1344,    ,1
14,0030,014,00123,02,02,2,32,02,032018,03,2018,2,7,92,1,1,211,24,1,91,96,0015000,31,2,      ,  ,    , ,032020,03,2020,1,  60000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000215.3300,    ,1
14,0031,014,00123,03,03,1,30,02,012018,01,2018,1,7,74,1,1,233,24,1,74,43,0030000,33,2,      ,  ,    , ,012020,01,2020,1,  54000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000198.8795,    ,1
14,0032,014,00123,05,04,2,31,02,042018,04,2018,1,6,92,1,1,211,24,1,91,96,0020000,29,2,      ,  ,    , ,042020,04,2020,1,  80000,1,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000215.3300,    ,1
14,0033,014,00123,04,04,2,27,01,082017,08,2017,2,6,92,1,1,222,24,1,91,96,0022000,13,2,      ,  ,    , ,082019,08,2019,1, 102000,1,1075200530154005    ,1,075,2,005,3,015,4,005, ,   ,2,       ,2,       ,000215.3300,    ,1
14,0034,014,00123,02,02,2,43,01,032017,03,2017,2,7,23,1,1,211,36,1,91,96,0015500,18,2,      ,  ,    , ,032020,03,2020,1,  55000,1,1080    3020        ,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,000191.6388,    ,1
14,0035,014,00123,02,04,2,32,02,072018,07,2018,1,4,92,1,1,231,24,1,91,96,0018000,26,2,      ,  ,    , ,072020,07,2020,1,  10000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000215.3300,    ,1
14,0036,014,00123,02,02,2,42,03,062018,06,2018,2,7, 9,1,1,232,36,1,91,96,0020000,51,2,      ,  ,    , ,062021,06,2021,1,  30000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000191.6388,    ,1
14,0037,014,00165,04,04,2,55,02,122017,12,2017,1,4,92,1,1,400,24,1,91,96,0015000,33,2,      ,  ,    , ,122019,12,2019,1,  35500,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000121.7561,    ,1
14,0038,011,00144,03,04,2,27,01,022017,02,2017,1,7, 9,1,1,234,24,1,91,96,0018500,19,2,      ,  ,    , ,022019,02,2019,1,  78000,1,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000195.8218,    ,1
14,0039,011,00144,02,02,2,33,01,092016,09,2016,2,4,92,1,1,232,36,1,91,96,0020000,24,2,      ,  ,    , ,092019,09,2019,1,  75000,5,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000195.8218,    ,1
14,0040,011,00144,04,02,2,50,02,122016,12,2016,2,7,92,1,1,233,24,1,91,96,0022000,45,2,      ,  ,    , ,122018,12,2018,1,  75000,1,108020103010        ,1,080,2,010,3,010, ,   , ,   ,2,       ,2,       ,000163.0629,    ,1
16,0041,006,00192,02,02,2,29,01,072017,07,2017,2,7,52,1,1,231,24,1,51,96,0022000,14,2,      ,  ,    , ,072019,07,2019,1,  60000,5,10102090            ,1,010,2,090, ,   , ,   , ,   ,2,       ,2,       ,000319.2749,    ,1
16,0042,020,00246,02,02,2,27,01,032017,03,2017,2,1, 9,1,1,233,24,1,91,96,0020000,18,2,      ,  ,    , ,032019,03,2019,1,  63000,5,106020153025        ,1,060,2,015,3,025, ,   , ,   ,2,       ,2,       ,000160.4066,    ,1
16,0043,020,00246,02,02,2,33,02,042017,04,2017,2,4, 9,1,1,231,24,1,51,96,0020000,18,2,      ,  ,    , ,042019,04,2019,1,  60000,5,1075    3025        ,1,075, ,   ,3,025, ,   , ,   ,2,       ,2,       ,000160.4066,    ,1
16,0044,019,00119,02,02,2,39,02,052016,05,2016,2,4, 9,1,1,231,36,1,91,96,0018000,48,2,      ,  ,    , ,052019,05,2019,1,  20000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000272.6312,    ,1
16,0045,019,00119,04,04,2,32,01,042015,04,2015,4,4, 9,1,1,231,24,1,91,96,0016280,24,1,042017,04,2017,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000175.6988,    ,2
16,0046,017,00097,03,04,2,38,02,032018,03,2018,1,7,51,1,1,211,24,1,91,96,0029000,30,2,      ,  ,    , ,032020,03,2020,1,  48000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000239.4611,    ,1
16,0047,017,00097,16,04,2,43,02,072017,07,2017,1,4,52,1,1,233,24,1,91,96,0015000,37,2,      ,  ,    , ,072019,07,2019,1,  90000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000239.4611,    ,1
16,0048,017,00097,10,03,1,35,01,032017,03,2017,2,3,93,1,1,233,24,1,52,46,0016000,18,2,      ,  ,    , ,032019,03,2019,1,  20000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000231.5480,    ,1
16,0048,017,00097,12,03,1,25,01,112017,11,2017,1,3,52,1,1,233,24,1,51,47,0015000,10,2,      ,  ,    , ,112019,11,2019,1,  60000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000165.1920,    ,1
16,0049,020,00102,03,04,2,28,03,092018,09,2018,1,8,22,1,1,222,24,1,22,86,0100000,48,2,      ,  ,    , ,092020,09,2020,1, 120000,1,1050        4050    ,1,050, ,   , ,   ,4,050, ,   ,1,0100000,1,0210000,000168.7035,    ,1
16,0050,020,00102,02,02,2,28,01,072018,07,2018,5,7, 9,1,1,233,24,1,51,96,0020000,02,2,      ,  ,    , ,072020,07,2020,1,  36000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000168.7035,    ,1
16,0051,019,00227,02,02,2,37,01,122017,12,2017,5,7, 9,1,1,231,24,1,91,96,0020000,09,2,      ,  ,    , ,122019,12,2019,1,  54000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0004000,000276.0813,    ,1
16,0052,019,00047,01,01,2,36,07,082018,08,2018,2,7,41,2,1,221,88,1,53,86,0050000,53,2,      ,  ,    , ,888888,88,8888,1, 120000,5,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,1,0120000,1,0001000,000278.0840,    ,1
16,0053,019,00011,01,01,1,39,04,112017,11,2017,2,8,52,1,2,400,09,1,83,50,0072800,45,1,082018,08,2018,2,      ,  ,    ,1, 232960,1,1085    30104005    ,1,085, ,   ,3,010,4,005, ,   ,1,0083200,2,       ,000256.7570,    ,1
16,0054,019,00011,01,01,1,64,05,022018,02,2018,2,7, 9,1,1,223,12,1,33,35,0100000,60,2,      ,  ,    , ,022019,02,2019,1, 600000,1,106020203020        ,1,060,2,020,3,020, ,   , ,   ,2,       ,2,       ,000129.4717,    ,1
16,0055,020,00030,01,01,1,34,08,052018,05,2018,2,8,52,1,2,100,04,1,83,50,0130000,24,1,092018,09,2018,2,      ,  ,    ,1, 500000,1,1087    30104003    ,1,087, ,   ,3,010,4,003, ,   ,1,0200000,2,       ,000171.9740,    ,1
16,0056,020,00030,01,01,1,65,03,052015,05,2015,2,8,41,1,2,400,08,1,83,50,0150000,24,1,012016,01,2016,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000205.0941,    ,2
16,0057,018,00162,05,03,1,31,02,072017,07,2017,5,4, 9,1,1,234,24,1,93,41,0020000,38,2,      ,  ,    , ,072019,07,2019,1,  37000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0031000,000193.6121,    ,1
16,0057,018,00162,07,03,1,26,02,032018,03,2018,5,4, 9,1,1,231,36,1,93,47,0029000,42,2,      ,  ,    , ,032021,03,2021,1,  26000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000193.6121,    ,1
16,0057,018,00162,08,03,1,28,02,052017,05,2017,5,4,51,1,1,234,24,1,41,41,0030000,40,2,      ,  ,    , ,052019,05,2019,1,  54000,5,10442056            ,1,044,2,056, ,   , ,   , ,   ,2,       ,2,       ,000193.6121,    ,1
16,0058,018,00270,02,02,2,29,01,012017,01,2017,2,4,52,1,1,231,24,1,53,96,0016000,20,2,      ,  ,    , ,012019,01,2019,1,   5000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000165.9379,    ,1
16,0059,018,00234,05,08,2,35,01,112016,11,2016,2,4,93,1,1,231,24,1,51,96,0015000,22,2,      ,  ,    , ,112018,11,2018,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000281.8032,    ,1
16,0060,018,00234,08,04,2,29,02,082016,08,2016,1,7, 9,1,1,235,24,1,51,96,0037100,55,1,092018,09,2018,2,      ,  ,    ,1,  10000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,1,0080000,2,       ,000181.6097,    ,1
16,0061,017,00241,01,01,2,39,04,092016,09,2016,4,7,93,1,1,231,36,1,75,10,0022000,46,2,      ,  ,    , ,092019,09,2019,1,  90000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000245.7812,    ,1
16,0062,017,00241,01,01,1,46,02,102017,10,2017,2,7, 9,1,1,233,36,1,31,41,0037000,48,2,      ,  ,    , ,102020,10,2020,1, 210000,1,105020253025        ,1,050,2,025,3,025, ,   , ,   ,2,       ,2,       ,000214.9008,    ,1
16,0063,017,00277,10,03,1,26,01,042016,04,2016,1,4,62,1,2,221,36,1,92, 3,0029000,29,2,      ,  ,    , ,042019,04,2019,1, 250000,1,10252075            ,1,025,2,075, ,   , ,   , ,   ,2,       ,2,       ,000168.1101,    ,1
16,0064,017,00205,01,01,2,36,01,122015,12,2015,2,4,54,1,1,231,24,1,51,96,0019019,24,1,122017,12,2017,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000247.5818,    ,2
16,0065,017,00205,09,04,2,37,03,052017,05,2017,2,6,61,1,1,232,30,1,51,96,0216706,60,2,      ,  ,    , ,112019,11,2019,1,  90000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000247.5818,    ,1
16,0066,019,00155,01,01,1,35,01,112016,11,2016,2,7,52,1,1,212,36,1,83,42,0035000,22,2,      ,  ,    , ,112019,11,2019,1, 120000,5,1080    3020        ,1,080, ,   ,3,020, ,   , ,   ,2,       ,1,0003000,000276.3639,    ,1
16,0067,019,00155,04,02,1,58,10,082018,08,2018,2,4,72,1,1,100,03,1,72,28,0200000,45,2,      ,  ,    , ,112018,11,2018,1, 936000,1,1060201530234002    ,1,060,2,015,3,023,4,002, ,   ,2,       ,2,       ,000139.3587,    ,1
16,0068,019,00155,06,08,2,30,02,122016,12,2016,2,3,51,1,1,233,24,1,51,96,0015000,46,2,      ,  ,    , ,122018,12,2018,1,  13000,5,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000184.1910,    ,1
16,0068,019,00155,07,08,2,31,01,032015,03,2015,2,3,52,1,1,233,02,1,91,96,0015000,02,1,052015,05,2015,3,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000184.1910,    ,2
16,0069,020,00174,01,01,2,60,01,082018,08,2018,3,7, 9,4, ,212,06,2,  ,  ,       ,  ,2,      ,  ,    , ,022019,02,2019,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000129.6412,    ,2
16,0070,020,00174,06,03,1,30,05,052018,05,2018,1,8,41,1,1,234,12,1,22,86,0020000,57,2,      ,  ,    , ,052019,05,2019,1,  40000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,1,0030000,2,       ,000173.7402,    ,1
16,0071,020,00174,05,03,1,25,02,052017,05,2017,1,8, 9,1,2,500,13,1,83,50,0030000,20,1,062018,06,2018,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,1,0070000,2,       ,000173.7402,    ,1
16,0072,020,00174,03,03,1,32,01,022014,02,2014,1,7,21,1,1,234,18,1,21,71,0060000,18,1,082015,08,2015,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000173.7402,    ,2
16,0073,017,00169,07,04,2,24,01,062018,06,2018,1,4,73,1,1,235,24,1,91,96,0012000,03,2,      ,  ,    , ,062020,06,2020,1,  32000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000198.0792,    ,1
16,0074,019,00083,03,08,2,46,02,082018,08,2018,2,8,22,1,1,500,24,1,22,86,0100000,48,2,      ,  ,    , ,082020,08,2020,1,  35000,1,1050    3050        ,1,050, ,   ,3,050, ,   , ,   ,1,0350000,1,0031000,000185.0462,    ,1
16,0075,017,00061,06,04,2,28,01,042017,04,2017,1,8,22,1,1,233,24,1,22,86,0030000,17,2,      ,  ,    , ,042019,04,2019,1,  40000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000151.6068,    ,1
16,0076,018,00126,05,02,2,33,01,092018,09,2018,2,4,52,1,1,231,24,1,91,96,0015000,00,2,      ,  ,    , ,092020,09,2020,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000178.1066,    ,1
16,0077,020,00210,04,07,1,35,02,052018,05,2018,2,7,25,1,1,233,24,1,25,26,0100000,48,2,      ,  ,    , ,052020,05,2020,1, 120000,1,1005    3095        ,1,005, ,   ,3,095, ,   , ,   ,2,       ,1,0023000,000266.7604,    ,1
16,0078,008,00072,02,02,2,47,02,082018,08,2018,2,3,82,1,1,233,24,1,91,96,0021000,25,2,      ,  ,    , ,082020,08,2020,1,  25000,5,1085    30104005    ,1,085, ,   ,3,010,4,005, ,   ,2,       ,2,       ,000198.3775,    ,1
16,0079,008,00072,05,04,2,31,02,112017,11,2017,1,7,82,1,1,222,24,1,91,96,0026000,35,2,      ,  ,    , ,112019,11,2019,1,  30000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000332.5780,    ,1
16,0080,008,00072,01,01,1,34,02,082018,08,2018,2,4,82,1,1,233,24,1,93,41,0028000,25,2,      ,  ,    , ,082020,08,2020,1,  15000,5,10802020            ,1,080,2,020, ,   , ,   , ,   ,2,       ,2,       ,000313.0484,    ,1
16,0081,007,00032,02,02,2,40,01,062017,06,2017,2,7,61,1,1,221,09,1,51,96,0019000,09,1,032018,03,2018,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000257.6697,    ,2
16,0082,008,00024,03,03,1,27,01,012017,01,2017,1,7, 9,1,1,232,09,1,51,56,0023000,09,1,102017,10,2017,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000330.4998,    ,2
16,0082,008,00024,04,04,2,23,01,032017,03,2017,1,8, 9,1,1,500,88,1,51,56,0055200,18,2,      ,  ,    , ,888888,88,8888,1,  60000,5,105020253025        ,1,050,2,025,3,025, ,   , ,   ,2,       ,2,       ,000243.8953,    ,1
16,0083,008,00024,03,04,2,35,02,032018,03,2018,1,8,22,1,1,221,24,1,22,96,0025000,30,2,      ,  ,    , ,032020,03,2020,1,  42000,5,10902010            ,1,090,2,010, ,   , ,   , ,   ,2,       ,2,       ,000219.7615,    ,1
16,0084,005,00233,05,02,1,40,02,062018,06,2018,2,4,93,1,1,234,24,1,72,41,0030000,48,2,      ,  ,    , ,062020,06,2020,1,  60000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000299.6031,    ,1
16,0085,007,00080,01,01,2,48,01,032014,03,2014,2,7,41,1,1,233,36,1,51,96,0018000,36,1,032017,03,2017,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000246.4459,    ,2
16,0086,007,00128,04,04,2,29,01,062017,06,2017,1,4,91,1,1,235,24,1,51,96,0020000,15,2,      ,  ,    , ,062019,06,2019,1,  60000,5,1050    30254025    ,1,050, ,   ,3,025,4,025, ,   ,2,       ,2,       ,000399.0937,    ,1
16,0087,007,00176,04,02,2,48,02,032018,03,2018,2,7,51,1,1,400,12,1,53,96,0040000,28,2,      ,  ,    , ,032019,03,2019,1,  20000,1,105020253025        ,1,050,2,025,3,025, ,   , ,   ,2,       ,1,0010000,000251.6648,    ,1
16,0088,007,00224,01,01,1,52,03,112017,11,2017,2,8,61,1,2,400,09,1,83,50,0080000,27,1,082018,08,2018,2,      ,  ,    ,1,  45000,2,1100                ,1,100, ,   , ,   , ,   , ,   ,1,0035000,1,0007000,000268.6605,    ,1
16,0089,008,00168,05,19,2,38,02,072017,07,2017,4,5, 9,1,1,231,24,1,51,96,0020000,43,2,      ,  ,    , ,072019,07,2019,1,  71000,5,1050    3050        ,1,050, ,   ,3,050, ,   , ,   ,2,       ,2,       ,000216.1823,    ,1
16,0090,008,00168,01,01,1,31,02,012016,01,2016,1,3,93,1,1,233,36,1,75,31,0028000,57,2,      ,  ,    , ,012019,01,2019,1,  59000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000325.1171,    ,1
16,0091,005,00185,06,04,2,34,02,042017,04,2017,4,4, 9,1,1,231,24,1,52,47,0025000,57,2,      ,  ,    , ,042019,04,2019,1,  60000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000373.1209,    ,1
16,0092,005,00185,01,01,1,40,03,052018,05,2018,2,6, 9,1,2,234,09,1,83,50,0035000,30,2,      ,  ,    , ,022019,02,2019,1,  60000,1,1050    3050        ,1,050, ,   ,3,050, ,   , ,   ,2,       ,2,       ,000279.8441,    ,1
16,0093,005,00185,06,04,2,35,02,012017,01,2017,4,3, 9,1,1,235,24,1,51,96,0020000,44,2,      ,  ,    , ,012019,01,2019,1,  60000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000233.5328,    ,1
16,0094,005,00185,01,01,1,43,10,052018,05,2018,2,6,72,1,2,234,03,1,72,50,0080000,30,1,082018,08,2018,2,      ,  ,    ,1, 240000,1,1075    3025        ,1,075, ,   ,3,025, ,   , ,   ,1,0100000,2,       ,000279.8441,    ,1
